title,url
"BRB 2018 | X-MAS SPECIAL 2018 - FourSeven & Eynak vs Mc Geuner & Natif (2on2-Match)","https://www.youtube.com/watch?v=g25eOPcLqHs"
"BRB 2018 | X-MAS SPECIAL 2018 - Meethadon vs Desperados","https://www.youtube.com/watch?v=w8tT5D2Usps"
"BRB 2019 | 8. Spieltag - PPV-Trailer","https://www.youtube.com/watch?v=oPfisc4L-00"
"BRB 2018 | XMAS SPECIAL 2018 - Indoor Stan vs Ryko-J","https://www.youtube.com/watch?v=YmWVZrdPFRY"
"BRB 2018 | XMAS SPECIAL 2018 - Proton vs Mave","https://www.youtube.com/watch?v=5L3wonfwDDM"
"BRB 2018 | 7. Spieltag - DEZ vs Mc Geuner","https://www.youtube.com/watch?v=68NeL1veB80"
"BRB 2018 | 7. Spieltag - Freestyle - Platz 3 & Finale (mit Mc Geuner, Natif, Vyrus & DXXDSTXCK)","https://www.youtube.com/watch?v=PVPmQ7mhV6I"
"BRB 2018 | 7. Spieltag - Freestyle - Halbfinale (mit Mc Geuner, Natif, Vyrus & DXXDSTXCK)","https://www.youtube.com/watch?v=AfCjoc7aqCY"
"BRB 2018 | 7. Spieltag - Freestyle - 4tel (mit Mc Geuner, DXXDSTXCK, Continue, Vyrus, Natif uvm)","https://www.youtube.com/watch?v=FPUwoc-Do64"
"BRB 2018 | 7. Spieltag - Freestyle - 8tel (mit DXXDSTXCK, Vyrus, Mc Geuner, Zeptah, Desperados uvm)","https://www.youtube.com/watch?v=EdcnhwtgRJY"
"BRB 2018 | 7. Spieltag - Vyrus vs Mr. Whyte (On-Beat-Battle)","https://www.youtube.com/watch?v=iKN9AMDyef8"
"BRB 2018 | 7. Spieltag - Prime Time vs Continue","https://www.youtube.com/watch?v=ZF4yVf_pBtg"
"BRB 2018 | X-mas Special 2018 - PPV-Trailer","https://www.youtube.com/watch?v=EmcBctRYhBM"
"BRB 2018 | 7. Spieltag - Zeptah vs Tobi High","https://www.youtube.com/watch?v=aMayAbrUB_g"
"BRB 2018 | 6. Spieltag - Lyrico vs Vyrus","https://www.youtube.com/watch?v=QlAKdKEZDVM"
"BRB 2018 | 6. Spieltag - Freestyle - Platz 3 & Finale (mit Nimeon, Vyrus, P-Haze und Eynak)","https://www.youtube.com/watch?v=nbjsiITRTso"
"BRB 2018 | 6. Spieltag - Freestyle - Halbfinale (mit Nimeon, P-Haze, Eynak & Vyrus)","https://www.youtube.com/watch?v=zFWOKBdOoxA"
"BRB 2018 | 6. Spieltag - Freestyle - 4tel (mit Vyrus, Nimeon, McGeuner, Teach, Eynak uvm.)","https://www.youtube.com/watch?v=0GGYZ3cYbtw"
"BRB 2018 | 6. Spieltag - Freestyle - 8tel (mit DeeLah, Eynak, Jolle, Vyrus, McGeuner uvm)","https://www.youtube.com/watch?v=pb3jNeAMDn4"
"BRB 2018 | 6. Spieltag - Joe Pharo vs McGeuner","https://www.youtube.com/watch?v=tJ-BblawWUU"
"BRB 2018 | 6. Spieltag - Burst & Rossbach vs Teach & Zeptah","https://www.youtube.com/watch?v=6b5ZRI7Kuks"
"BRB 2018 | 5. Spieltag - Shizu vs Kruppstahlhoden One","https://www.youtube.com/watch?v=KVLQJ6PjeMc"
"BRB 2018 | 5. Spieltag - Notyzze vs Merlin","https://www.youtube.com/watch?v=JNO50HErf_o"
"BRB 2018 | 5. Spieltag - Merlin vs Lyrico (Bonus)","https://www.youtube.com/watch?v=2QqIpHp35m4"
"BRB 2018 | 7. Spieltag - PPV-Trailer (mit Tobi High, Vyrus, Zeptah, McGeuner, Mr. Whyte, DEZ uvm)","https://www.youtube.com/watch?v=OE9qSvALNHE"
"BRB 2018 | 5. Spieltag - Mr. Whyte vs Renetixx","https://www.youtube.com/watch?v=Fpqwr7ol0i8"
"BRB 2018 | 5. Spieltag - Freestyle - Platz 3 & Finale (mit Mr. Whyte, Vyrus, Teach & DeeLah)","https://www.youtube.com/watch?v=PqAdEo5NfeM"
"BRB 2018 | 5. Spieltag - Freestyle - Halbfinale (mit DeeLah, Teach, Vyrus & Mr. Whyte)","https://www.youtube.com/watch?v=iQrz4z_4cq8"
"BRB 2018 | 5. Spieltag - Freestyle - 4tel (mit DeeLah, Vyrus, Jolle, Nimeon, Hired Gun uvm)","https://www.youtube.com/watch?v=ssQNOzHJdF4"
"BRB 2018 | 5. Spieltag - Freestyle - 8tel (mit Kato, DeeLah, Jolle, Vyrus, Barracuda, DXXDSTXCK uvm)","https://www.youtube.com/watch?v=Mj39e3T4rQM"
"BRB 2018 | 5.Spieltag - EkHead vs Ryko-J","https://www.youtube.com/watch?v=rnBRyEVu4y4"
"OLYMP Festival 01/2018 | Ji-Zi vs Gregpipe","https://www.youtube.com/watch?v=DzUgbTkkm3w"
"OLYMP Festival 01/2018 | JAW vs Finch Asozial","https://www.youtube.com/watch?v=V50xipZ09Qo"
"OLYMP Festival 01/2018 | Kato vs FourSeven","https://www.youtube.com/watch?v=tpwt2odb680"
"BRB 2018 | 6. Spieltag - PPV-Trailer (mit Lyrico, Vyrus, Joe Pharo, Mc Geuner, Zeptah, Teach uvm)","https://www.youtube.com/watch?v=9AY9IJEcAGc"
"OLYMP Festival 01/2018 | Robscure vs Cashisclay","https://www.youtube.com/watch?v=_LQdo_vc7KM"
"OLYMP Festival 01/2018 | SSYNIC vs Davie Jones","https://www.youtube.com/watch?v=Qk1uJ_GR7jY"
"OLYMP Festival 01/2018 | LIVE - Lyrico, Proton, Mighty MacFluff, Vyrus, Nais, Jmsone, FALK & Khacoby","https://www.youtube.com/watch?v=vkzyn9Wa_iQ"
"BRB 2018 | 4. Spieltag - Razestyx vs Ryko-J","https://www.youtube.com/watch?v=hCfI4lyGEVY"
"BRB 2018 | 4. Spieltag - DXXDSTXCK vs Lamin","https://www.youtube.com/watch?v=R8djtK827ok"
"BRB 2018 | 4. Spieltag - Natif vs Dirty Gommorah","https://www.youtube.com/watch?v=jJ9gKRPYhz8"
"BRB 2018 | 4. Spieltag - Tecey vs Seva","https://www.youtube.com/watch?v=Opr3HVoWOhk"
"BRB 2018 | 5. Spieltag - PPV-Trailer (mit Merlin, Notyzze, EkHeaD, Ryko-J, Mr. Whyte, RenetiXX uvm)","https://www.youtube.com/watch?v=9FC_-QkCXUM"
"BRB 2018 | 3. Spieltag - Razestyx vs Paze","https://www.youtube.com/watch?v=jit9wax9EFo"
"BRB 2018 | 3. Spieltag - Freestyle - Finale - Kato vs Papi Schlauch","https://www.youtube.com/watch?v=YUC03McoR-A"
"BRB 2018 | 3. Spieltag - Freestyle - Platz 3 - OZ vs Eynak","https://www.youtube.com/watch?v=sIJ5EnJmqUI"
"BRB 2018 | 3. Spieltag - Freestyle - Halbfinale (mit Kato, Papi Schlauch, OZ und Eynak )","https://www.youtube.com/watch?v=R8aQpi6LsYo"
"BRB 2018 | 3. Spieltag - Freestyle - Viertelfinale (Papi Schlauch, Barracuda, Kato, McGeuner uvm)","https://www.youtube.com/watch?v=Q8ffCRp7TQM"
"BRB 2018 | 3. Spieltag - Freestyle - Achtelfinale (mit Papi Schlauch, Kato, Mc Geuner, Razestyx uvm)","https://www.youtube.com/watch?v=J2KaE_c2k2E"
"OLYMP Festival 2018 - PPV-Trailer (mit JAW, Finch Asozial, Ssynic, Ji-Zi, Gregpipe, Kato uvm)","https://www.youtube.com/watch?v=xuPRyi_lGn4"
"BRB 2018 | 3. Spieltag - Aladin vs Flakit","https://www.youtube.com/watch?v=QUg_TzW4GSI"
"OLYMP // JAW VS FINCH ASOZIAL (TEASER)","https://www.youtube.com/watch?v=tLOvMGgx3IU"
"OLYMP // JI-ZI VS GREGPIPE (TEASER)","https://www.youtube.com/watch?v=x5zJmPAOoSo"
"OLYMP // SSYNIC VS DAVIE JONES (TEASER)","https://www.youtube.com/watch?v=IXIyqxrS7KE"
"OLYMP // ROBSCURE VS CASHISCLAY (TEASER)","https://www.youtube.com/watch?v=f7H_LfD0_uc"
"OLYMP // KATO VS FOURSEVEN (TEASER)","https://www.youtube.com/watch?v=0x2tBadAvNw"
"BRB 2018 | 3. Spieltag - Eynak vs PrimeTime","https://www.youtube.com/watch?v=eoCzzEBsi7A"
"BRB 2018 | 3. Spieltag - Jack Dragon vs Papi Schlauch","https://www.youtube.com/watch?v=kaTJJVRlWoI"
